SKU,uk_rt,MERGE_pricing,cost,inventory_us_nongrs,inventory_uk_nongrs,size_long
PP-TOWLB-CAB-XL-4SETE-R,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]19.69[COST-NEXT]19.69[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],19.690,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETF-R,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]19.69[COST-NEXT]19.69[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],19.690,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETG,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]19.69[COST-NEXT]19.69[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],19.690,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETH,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]19.69[COST-NEXT]19.69[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],19.690,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETK,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]19.69[COST-NEXT]19.69[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],19.690,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETL,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]19.69[COST-NEXT]19.69[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],19.690,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETM,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]19.69[COST-NEXT]19.69[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],19.690,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETN,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]19.69[COST-NEXT]19.69[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],19.690,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETO,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]19.69[COST-NEXT]19.69[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],19.690,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SET-BLUE,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]29.09[COST-NEXT]29.09[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],29.090,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SET-PINK,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]29.09[COST-NEXT]29.09[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],29.090,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SET-R,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]29.09[COST-NEXT]29.09[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],29.090,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SETI,,[TEST-RT][TEST-RT-SP]0[TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP]0[US-WS]0[US-WS-SP]0[US-AMZ]100[US-AMZ-SP]0[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP]0[CA-WS]0[CA-WS-SP]0[CA-AMZ]100[CA-AMZ-SP]0[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP]0[UK-WS]0[UK-WS-SP]0[UK-AMZ]100[UK-AMZ-SP]0[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP]0[AU-WS]0[AU-WS-SP]0[AU-AMZ]100[AU-AMZ-SP]0[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP]0[EU-WS]0[EU-WS-SP]0[EU-AMZ]100[EU-AMZ-SP]0[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]29.09[COST-NEXT]29.09[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0.2((UK))0.2((US))0.2((EU))0.2((TEST))0.2(())[],29.090,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SETJ,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]29.09[COST-NEXT]29.09[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],29.090,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SETK,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]29.09[COST-NEXT]29.09[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],29.090,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SETL,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]29.09[COST-NEXT]29.09[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],29.090,0,0,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SETM,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP]0[AE-SHP-PRICE][AE-SHP-COMPARE][COST]29.09[COST-NEXT]29.09[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],29.090,0,0,Extra Large (200x90cm)
